m VC d nu ps
5 60 1 75 50

id 	x 	y 	HC 	D 	IC 	R
0	75	75	0	0	0	0
1	42.0	26.0	10.0	9.0	0.8	92.9580631789656
2	37.0	44.0	10.0	7.0	0.8	84.79244034499449
3	62.0	38.0	10.0	7.6	0.8	82.79277030371176
4	56.0	90.0	10.0	3.0	0.8	66.74489157707508
5	84.0	66.0	10.0	4.4	0.8	65.79902346774635
6	76.0	57.0	10.0	2.2	0.8	62.732454786096824
7	47.0	74.0	10.0	4.4	0.8	71.56133920575436
8	79.0	51.0	10.0	5.2	0.8	72.09227634257729
9	127.0	76.0	10.0	4.8	0.8	79.5916825922961
10	69.0	7.0	10.0	6.2	0.8	88.12560271555061
11	110.0	80.0	10.0	0.4	0.8	57.187129746094755
12	102.0	42.0	10.0	8.8	0.8	86.62630742517187
13	85.0	64.0	10.0	6.2	0.8	69.85303009243677
14	92.0	124.0	10.0	7.0	0.8	85.69006447312753
15	70.0	149.0	10.0	2.8	0.8	76.63365896671353
16	75.0	98.0	10.0	0.6	0.8	57.33212111127469
17	77.0	71.0	10.0	7.8	0.8	65.3761020174035
18	34.0	105.0	10.0	6.4	0.8	83.80616163179724
19	69.0	10.0	10.0	7.0	0.8	89.67606229494052
20	99.0	33.0	10.0	2.6	0.8	71.07291880009032
21	75.0	75.0	10.0	3.0	0.8	56.92820323027551
22	77.0	57.0	10.0	8.6	0.8	75.21920692583333
23	112.0	92.0	10.0	4.8	0.8	76.49975223793611
24	99.0	12.0	10.0	3.6	0.8	78.88320284550174
25	81.0	122.0	10.0	0.2	0.8	55.79000136566478
26	140.0	85.0	10.0	2.6	0.8	74.26443017627243
27	78.0	16.0	10.0	6.8	0.8	87.34030783988798
28	114.0	103.0	10.0	9.0	0.8	89.0730081694256
29	111.0	99.0	10.0	5.0	0.8	77.7896715489766
30	75.0	75.0	10.0	9.0	0.8	62.0
31	57.0	54.0	10.0	8.8	0.8	80.32601384221803
32	32.0	103.0	10.0	9.6	0.8	91.59240537690505
33	75.0	66.0	10.0	9.2	0.8	70.30172406471922
34	136.0	76.0	10.0	8.2	0.8	91.61796568191194
35	86.0	47.0	10.0	3.8	0.8	70.65458616760935
36	109.0	29.0	10.0	1.0	0.8	64.10831228233909
37	69.0	74.0	10.0	2.8	0.8	59.965016420899666
38	85.0	65.0	10.0	9.2	0.8	73.73909165756768
39	79.0	83.0	10.0	8.2	0.8	69.12845249155299
40	38.0	78.0	10.0	2.4	0.8	67.98589791693482
41	34.0	105.0	10.0	9.8	0.8	91.83299073753155
42	119.0	40.0	10.0	4.2	0.8	78.68508401055851
43	76.0	74.0	10.0	0.2	0.8	52.02610381728084
44	39.0	81.0	10.0	2.6	0.8	68.58094468797538
45	77.0	71.0	10.0	2.8	0.8	59.212509869172465
46	45.0	65.0	10.0	1.6	0.8	63.693378552395316
47	72.0	40.0	10.0	3.8	0.8	72.08982950279156
48	112.0	117.0	10.0	9.8	0.8	93.72779206501971
49	36.0	72.0	10.0	2.4	0.8	68.40665224375144
50	49.0	84.0	10.0	3.6	0.8	69.35347648100465
