m VC d nu ps
5 100 1 400 80

id 	x 	y 	HC 	D 	IC 	R
0	50	50	0	0	0	0
1	53.0	74.0	10.0	30.0	1.0	139.18118610504524
2	49.0	72.0	10.0	8.0	1.0	109.40623907676736
3	55.0	73.0	10.0	9.0	1.0	112.05213509518515
4	51.0	78.0	10.0	10.0	1.0	116.34162981485558
5	65.0	71.0	10.0	2.0	1.0	95.69891099407855
6	53.0	64.0	10.0	11.0	1.0	109.1544872319854
7	61.0	72.0	10.0	18.0	1.0	126.16238550855014
8	71.0	79.0	10.0	26.0	1.0	145.14386284401624
9	59.0	67.0	10.0	18.0	1.0	121.77257055628729
10	54.0	68.0	10.0	15.0	1.0	117.50127108245799
11	73.0	51.0	10.0	2.0	1.0	94.97243569764117
12	65.0	38.0	10.0	19.0	1.0	122.89419918450513
13	69.0	54.0	10.0	17.0	1.0	120.74703879302152
14	70.0	52.0	10.0	2.0	1.0	94.17032144730669
15	56.0	46.0	10.0	16.0	1.0	107.95551039204972
16	75.0	91.0	10.0	1.0	1.0	94.56308055323461
17	67.0	74.0	10.0	16.0	1.0	126.92863164934602
18	76.0	87.0	10.0	23.0	1.0	147.97348167042793
19	85.0	92.0	10.0	6.0	1.0	117.84338707462639
20	85.0	89.0	10.0	15.0	1.0	138.6867736376775
21	71.0	46.0	10.0	16.0	1.0	121.08726971313621
22	74.0	41.0	10.0	7.0	1.0	109.28645273159589
23	58.0	42.0	10.0	6.0	1.0	99.78709184089466
24	62.0	53.0	10.0	25.0	1.0	121.67651237807694
25	63.0	49.0	10.0	4.0	1.0	96.98865729832703
