m VC d nu ps
5 100 1 400 80

id 	x 	y 	HC 	D 	IC 	R
0	50	50	0	0	0	0
1	93.0	29.0	10.0	11.0	1.0	128.22420093023834
2	80.0	23.0	10.0	11.0	1.0	124.6752545967004
3	81.0	28.0	10.0	5.0	1.0	109.3302422765309
4	88.0	25.0	10.0	16.0	1.0	136.84294806710855
5	81.0	32.0	10.0	15.0	1.0	129.50569460577236
6	42.0	80.0	10.0	8.0	1.0	113.96390995630509
7	56.0	70.0	10.0	11.0	1.0	113.74532518735003
8	57.0	72.0	10.0	2.0	1.0	94.98980794006381
9	48.0	74.0	10.0	1.0	1.0	90.78576638352602
10	60.0	83.0	10.0	10.0	1.0	119.74009525907053
11	61.0	55.0	10.0	14.0	1.0	110.9297684077977
12	62.0	46.0	10.0	5.0	1.0	98.78782086352751
13	67.0	57.0	10.0	1.0	1.0	89.67156166914113
14	64.0	52.0	10.0	11.0	1.0	109.02161205722383
15	62.0	45.0	10.0	29.0	1.0	125.69463863518345
16	57.0	38.0	10.0	22.0	1.0	120.77419611077575
17	66.0	44.0	10.0	11.0	1.0	111.17486694630789
18	62.0	44.0	10.0	16.0	1.0	114.33147392350057
19	69.0	58.0	10.0	8.0	1.0	108.63034927904303
20	72.0	50.0	10.0	13.0	1.0	117.4699879903904
21	51.0	13.0	10.0	15.0	1.0	130.2076753335583
22	41.0	12.0	10.0	17.0	1.0	134.73102309001723
23	49.0	15.0	10.0	29.0	1.0	148.12970574426402
24	39.0	13.0	10.0	14.0	1.0	129.4128426091841
25	47.0	7.0	10.0	17.0	1.0	137.1935978948693
