m VC d nu ps
5 100 1 400 80

id 	x 	y 	HC 	D 	IC 	R
0	50	50	0	0	0	0
1	33.0	63.0	10.0	1.0	1.0	90.27636794203087
2	43.0	63.0	10.0	15.0	1.0	114.43674465451112
3	29.0	72.0	10.0	10.0	1.0	117.63711606380063
4	34.0	73.0	10.0	14.0	1.0	122.99999628651146
5	29.0	72.0	10.0	6.0	1.0	109.1535847428751
6	31.0	55.0	10.0	27.0	1.0	131.59324887463475
7	30.0	59.0	10.0	27.0	1.0	133.93166892726387
8	44.0	69.0	10.0	8.0	1.0	108.24173300064994
9	26.0	64.0	10.0	13.0	1.0	121.28939541722548
10	44.0	71.0	10.0	27.0	1.0	133.8400928780774
11	62.0	58.0	10.0	26.0	1.0	124.94340138796795
12	69.0	54.0	10.0	21.0	1.0	125.2878016158877
13	57.0	51.0	10.0	15.0	1.0	106.9121546517554
14	58.0	52.0	10.0	11.0	1.0	104.14194057154478
15	58.0	66.0	10.0	21.0	1.0	123.84789252860392
16	50.0	34.0	10.0	13.0	1.0	113.04542328371662
17	44.0	19.0	10.0	13.0	1.0	123.6109613927508
18	50.0	28.0	10.0	10.0	1.0	112.86335345030997
19	55.0	28.0	10.0	18.0	1.0	124.54653790183924
20	50.0	18.0	10.0	12.0	1.0	122.14261501141095
21	31.0	60.0	10.0	22.0	1.0	128.2642738033009
22	30.0	63.0	10.0	6.0	1.0	106.31519145132712
23	18.0	67.0	10.0	1.0	1.0	92.84295010346143
24	26.0	63.0	10.0	10.0	1.0	115.94144578060265
25	21.0	67.0	10.0	8.0	1.0	115.15245543628497
