m VC d nu ps
5 100 1 400 80

id 	x 	y 	HC 	D 	IC 	R
0	50	50	0	0	0	0
1	32.0	58.0	10.0	10.0	1.0	111.43101372848162
2	30.0	67.0	10.0	2.0	1.0	95.81108711758935
3	35.0	53.0	10.0	17.0	1.0	117.15104277621289
4	25.0	58.0	10.0	13.0	1.0	120.3105208718518
5	36.0	57.0	10.0	26.0	1.0	126.34498341093672
6	69.0	73.0	10.0	29.0	1.0	143.5658136120352
7	61.0	86.0	10.0	17.0	1.0	133.84912357615488
8	77.0	76.0	10.0	30.0	1.0	151.4002769742527
9	79.0	89.0	10.0	1.0	1.0	94.64246038341918
10	65.0	87.0	10.0	1.0	1.0	93.40521234744158
11	42.0	58.0	10.0	17.0	1.0	113.3066386271566
12	35.0	52.0	10.0	5.0	1.0	100.06626318974213
13	53.0	44.0	10.0	7.0	1.0	98.10606831313746
14	53.0	59.0	10.0	11.0	1.0	105.24719093760729
15	46.0	52.0	10.0	6.0	1.0	95.07750848383114
16	19.0	84.0	10.0	26.0	1.0	152.8363254229646
17	32.0	80.0	10.0	22.0	1.0	139.31899021123
18	26.0	89.0	10.0	10.0	1.0	125.07461039654142
19	34.0	88.0	10.0	19.0	1.0	139.27529227460627
20	34.0	87.0	10.0	3.0	1.0	103.31813595980606
21	50.0	57.0	10.0	11.0	1.0	102.97825058615211
22	57.0	54.0	10.0	1.0	1.0	87.22834911165752
23	47.0	50.0	10.0	24.0	1.0	107.71281292110203
24	51.0	56.0	10.0	16.0	1.0	106.63262663125813
25	55.0	44.0	10.0	25.0	1.0	115.79140908095125
