m VC d nu ps
5 100 1 400 80

id 	x 	y 	HC 	D 	IC 	R
0	50	50	0	0	0	0
1	68.0	48.0	10.0	14.0	1.0	115.97503486363843
2	52.0	32.0	10.0	13.0	1.0	114.66641101239065
3	71.0	47.0	10.0	1.0	1.0	90.23976628639541
4	66.0	45.0	10.0	7.0	1.0	104.6853302347771
5	71.0	46.0	10.0	28.0	1.0	134.3533488557973
6	32.0	23.0	10.0	29.0	1.0	145.91051150643574
7	37.0	32.0	10.0	9.0	1.0	111.2942441685368
8	35.0	11.0	10.0	16.0	1.0	134.71974549648417
9	23.0	26.0	10.0	19.0	1.0	135.9060243866437
10	26.0	31.0	10.0	21.0	1.0	134.69257975703835
11	48.0	29.0	10.0	5.0	1.0	102.84514087503074
12	45.0	27.0	10.0	9.0	1.0	112.05213509518515
13	54.0	33.0	10.0	29.0	1.0	131.04755530444137
14	43.0	30.0	10.0	17.0	1.0	122.20064176573621
15	41.0	38.0	10.0	3.0	1.0	95.49193338482966
16	44.0	65.0	10.0	16.0	1.0	116.79608187837395
17	49.0	62.0	10.0	26.0	1.0	122.09900039478373
18	44.0	71.0	10.0	29.0	1.0	135.79855050303726
19	56.0	67.0	10.0	17.0	1.0	119.57129556231385
20	50.0	67.0	10.0	20.0	1.0	121.95235392680607
21	57.0	32.0	10.0	27.0	1.0	131.24281853138058
22	70.0	31.0	10.0	20.0	1.0	131.05779348150486
23	66.0	49.0	10.0	8.0	1.0	105.94222474345636
24	53.0	46.0	10.0	17.0	1.0	106.0768096208106
25	73.0	51.0	10.0	29.0	1.0	137.01333655768622
