m VC d nu ps
5 100 1 50 80

id 	x 	y 	HC 	D 	IC 	R
0	50	50	0	0	0	0
1	48.0	37.0	10.0	16.0	0.125	92.05087430355158
2	45.0	36.0	10.0	20.0	0.125	94.196427498
3	34.0	24.0	10.0	24.0	0.125	103.3037640192
4	49.0	18.0	10.0	11.0	0.125	94.3934366607
5	34.0	25.0	10.0	25.0	0.125	103.59082207750001
6	72.0	93.0	10.0	16.0	0.125	103.306364384
7	67.0	76.0	10.0	18.0	0.125	99.2332016868
8	70.0	80.0	10.0	28.0	0.125	109.24108713999999
9	64.0	80.0	10.0	14.0	0.125	96.9196493988
10	77.0	81.0	10.0	4.0	0.125	89.60308383593521
11	49.0	48.0	10.0	21.0	0.125	88.71657695070147
12	57.0	65.0	10.0	12.0	0.125	91.37179282830988
13	52.0	63.0	10.0	27.0	0.125	96.0525910749
14	52.0	64.0	10.0	26.0	0.125	96.20391052240001
15	42.0	47.0	10.0	7.0	0.125	86.88505723342224
16	24.0	79.0	10.0	28.0	0.125	110.8612631436
17	21.0	80.0	10.0	15.0	0.125	100.267587627
18	23.0	75.0	10.0	16.0	0.125	99.62495647520001
19	9.0	87.0	10.0	28.0	0.125	119.9770108476
20	20.0	69.0	10.0	9.0	0.125	93.5419011249
