m VC d nu ps
5 100 1 50 80

id 	x 	y 	HC 	D 	IC 	R
0	50	50	0	0	0	0
1	13.0	77.0	10.0	6.0	0.125	92.34551699524974
2	27.0	74.0	10.0	28.0	0.125	107.665262554
3	16.0	81.0	10.0	23.0	0.125	109.7149994088
4	87.0	30.0	10.0	29.0	0.125	113.5444993773
5	88.0	10.0	10.0	15.0	0.125	104.3017370685
6	89.0	11.0	10.0	24.0	0.125	115.12407788639999
7	76.0	10.0	10.0	22.0	0.125	109.4412743766
8	74.0	13.0	10.0	18.0	0.125	103.9267754904
9	59.0	62.0	10.0	16.0	0.125	92.65
10	46.0	61.0	10.0	13.0	0.125	90.4201991063031
11	64.0	49.0	10.0	8.0	0.125	88.72597704443461
12	57.0	56.0	10.0	11.0	0.125	88.84350012735342
13	46.0	55.0	10.0	29.0	0.125	92.8638120563
14	45.0	89.0	10.0	3.0	0.125	88.15345385404247
15	59.0	91.0	10.0	17.0	0.125	102.2219024648
16	42.0	76.0	10.0	24.0	0.125	101.7074116872
17	60.0	79.0	10.0	14.0	0.125	96.239202524
18	53.0	73.0	10.0	4.0	0.125	87.50930449575725
19	63.0	69.0	10.0	27.0	0.125	101.3817335871
20	53.0	69.0	10.0	24.0	0.125	97.8829843488
