m VC d nu ps
5 100 1 50 80

id 	x 	y 	HC 	D 	IC 	R
0	50	50	0	0	0	0
1	73.0	42.0	10.0	16.0	0.125	95.6425092224
2	65.0	43.0	10.0	24.0	0.125	96.5954137704
3	68.0	37.0	10.0	26.0	0.125	100.3958737212
4	73.0	42.0	10.0	12.0	0.125	93.2943819168
5	19.0	32.0	10.0	9.0	0.125	93.60244139790001
6	15.0	42.0	10.0	30.0	0.125	110.791587684
7	25.0	35.0	10.0	18.0	0.125	98.5457134092
8	9.0	42.0	10.0	10.0	0.125	95.604639429
9	24.0	25.0	10.0	23.0	0.125	105.1419136914
10	59.0	48.0	10.0	12.0	0.125	89.2367346356816
11	49.0	54.0	10.0	27.0	0.125	91.09783429041451
12	64.0	57.0	10.0	11.0	0.125	90.65779607235942
13	51.0	57.0	10.0	8.0	0.125	86.94868845466539
14	80.0	37.0	10.0	12.0	0.125	95.2969357068
15	69.0	30.0	10.0	7.0	0.125	90.67950371307113
16	82.0	19.0	10.0	3.0	0.125	88.62148526777725
17	81.0	32.0	10.0	15.0	0.125	98.5040689965
18	77.0	30.0	10.0	16.0	0.125	98.6021904736
19	84.0	21.0	10.0	2.0	0.125	87.04895779104969
20	76.0	30.0	10.0	8.0	0.125	92.29673760474704
