m VC d nu ps
5 100 1 50 80

id 	x 	y 	HC 	D 	IC 	R
0	50	50	0	0	0	0
1	71.0	23.0	10.0	20.0	0.125	101.9321051
2	90.0	25.0	10.0	6.0	0.125	92.51038867919999
3	88.0	18.0	10.0	20.0	0.125	108.121587756
4	79.0	20.0	10.0	15.0	0.125	100.267587627
5	77.0	38.0	10.0	5.0	0.125	89.29335426595263
6	80.0	19.0	10.0	2.0	0.125	86.938249723093
7	77.0	27.0	10.0	24.0	0.125	105.67478193599999
8	91.0	22.0	10.0	24.0	0.125	112.48140784559999
9	90.0	8.0	10.0	26.0	0.125	119.00999999999999
10	82.0	11.0	10.0	6.0	0.125	92.90375916240001
11	42.0	33.0	10.0	5.0	0.125	87.71172714523148
12	39.0	44.0	10.0	19.0	0.125	92.9113863523
13	43.0	40.0	10.0	23.0	0.125	94.1650155829
14	37.0	37.0	10.0	3.0	0.125	85.92259778011305
15	51.0	43.0	10.0	15.0	0.125	89.51488352923987
16	37.0	31.0	10.0	5.0	0.125	88.36984600590118
17	33.0	26.0	10.0	28.0	0.125	105.5200941076
18	40.0	26.0	10.0	16.0	0.125	96.17
19	50.0	27.0	10.0	9.0	0.125	91.22497216032183
20	47.0	30.0	10.0	12.0	0.125	92.30213357470971
