m VC d nu ps
5 100 1 50 80

id 	x 	y 	HC 	D 	IC 	R
0	50	50	0	0	0	0
1	68	48	10	14	0.125	92.721
2	52	32	10	13	0.125	92.256
3	71	47	10	1	0.125	83.620
4	66	45	10	7	0.125	88.728
5	71	46	10	28	0.125	101.021
6	32	23	10	29	0.125	107.971
7	37	32	10	9	0.125	91.064
8	35	11	10	16	0.125	101.221
9	23	26	10	19	0.125	101.877
10	26	31	10	21	0.125	101.206
11	48	29	10	5	0.125	88.077
12	45	27	10	9	0.125	91.332
13	54	33	10	29	0.125	99.279
14	43	30	10	17	0.125	95.154
15	41	38	10	3	0.125	85.477
16	44	65	10	16	0.125	93.202
17	49	62	10	26	0.125	95.112
18	44	71	10	29	0.125	101.817
19	56	67	10	17	0.125	94.079
20	50	67	10	20	0.125	95.05
