m VC d nu ps
5 120 1 75 50

id 	x 	y 	HC 	D 	IC 	R
0	79	79	0	0	0	0
1	140.0	80.0	10.0	2.0	0.8	70.55364822818566
2	95.0	154.0	10.0	6.2	0.8	90.25771400583993
3	33.0	38.0	10.0	0.2	0.8	56.52967635375598
4	87.0	135.0	10.0	4.8	0.8	80.75211883182035
5	99.0	107.0	10.0	7.2	0.8	80.13287733680937
6	78.0	147.0	10.0	1.6	0.8	69.33384713377035
7	32.0	21.0	10.0	5.8	0.8	88.44932935013561
8	15.0	75.0	10.0	3.0	0.8	75.76041207667299
9	77.0	89.0	10.0	9.8	0.8	71.8314109408256
10	84.0	96.0	10.0	6.6	0.8	71.90541835853404
11	49.0	144.0	10.0	7.6	0.8	93.15839479476502
12	59.0	72.0	10.0	3.0	0.8	65.85624018990632
13	63.0	79.0	10.0	2.0	0.8	61.59310139626149
14	99.0	87.0	10.0	0.2	0.8	54.12141018409962
15	112.0	40.0	10.0	7.0	0.8	85.44537718416888
16	79.0	74.0	10.0	7.4	0.8	65.38830724549
17	76.0	79.0	10.0	2.4	0.8	57.83836717690617
18	49.0	109.0	10.0	5.6	0.8	79.15272218962751
19	112.0	14.0	10.0	4.2	0.8	82.35642447705247
20	40.0	57.0	10.0	7.2	0.8	83.86542920385921
21	56.0	19.0	10.0	8.4	0.8	93.14668119100703
22	50.0	82.0	10.0	1.0	0.8	60.45443591553365
23	74.0	75.0	10.0	3.4	0.8	61.138491445290065
24	101.0	65.0	10.0	8.6	0.8	79.24438066831985
25	105.0	36.0	10.0	7.8	0.8	87.13521882763047
26	66.0	120.0	10.0	3.4	0.8	72.85533842448193
27	70.0	76.0	10.0	3.0	0.8	61.792946900923454
28	102.0	113.0	10.0	2.0	0.8	67.16717826598186
29	92.0	8.0	10.0	1.0	0.8	65.71550365518077
30	104.0	56.0	10.0	8.6	0.8	82.7485913869406
31	33.0	119.0	10.0	7.2	0.8	88.98327102991743
32	25.0	87.0	10.0	8.0	0.8	89.05749648915045
33	139.0	129.0	10.0	5.0	0.8	86.46422833517802
34	109.0	85.0	10.0	1.2	0.8	61.691082480591774
35	94.0	73.0	10.0	5.8	0.8	69.81529652421078
36	138.0	108.0	10.0	3.4	0.8	77.74296461842533
37	73.0	111.0	10.0	0.8	0.8	59.80548629288727
38	64.0	19.0	10.0	5.4	0.8	83.98689421129268
39	8.0	44.0	10.0	9.2	0.8	99.77563231256033
40	45.0	63.0	10.0	2.8	0.8	69.53167254888326
41	55.0	97.0	10.0	5.2	0.8	74.13296500639737
42	75.0	90.0	10.0	2.0	0.8	60.339733042588676
43	102.0	77.0	10.0	8.8	0.8	78.1233725570174
44	66.0	75.0	10.0	2.4	0.8	61.95237606075043
45	87.0	62.0	10.0	5.6	0.8	70.64670028253425
