m VC d nu ps
5 120 1 75 50

id 	x 	y 	HC 	D 	IC 	R
0	86	86	0	0	0	0
1	96.0	74.0	10.0	10.0	0.8	75.68766200026775
2	80.0	81.0	10.0	0.8	0.8	55.72662546021651
3	49.0	99.0	10.0	4.8	0.8	76.06105120704075
4	7.0	101.0	10.0	7.2	0.8	94.36078925119345
5	86.0	86.0	10.0	1.8	0.8	55.36656314599949
6	137.0	71.0	10.0	1.0	0.8	63.64230308239778
7	152.0	87.0	10.0	2.6	0.8	74.30602860780016
8	85.0	160.0	10.0	9.6	0.8	99.26548038931925
9	119.0	35.0	10.0	1.6	0.8	68.34710591272639
10	83.0	57.0	10.0	2.4	0.8	66.19594247794181
11	83.0	41.0	10.0	1.2	0.8	63.870240598807214
12	141.0	48.0	10.0	3.6	0.8	78.77010040941812
13	56.0	56.0	10.0	0.6	0.8	59.542468296284774
14	47.0	80.0	10.0	9.6	0.8	86.95640057797837
15	81.0	122.0	10.0	7.4	0.8	81.28998159252895
16	90.0	82.0	10.0	1.8	0.8	57.83476103436474
17	17.0	99.0	10.0	5.8	0.8	87.36269628773597
18	124.0	53.0	10.0	0.6	0.8	60.306867749457155
19	80.0	147.0	10.0	7.2	0.8	89.08225074845102
20	160.0	114.0	10.0	4.8	0.8	85.9455933992694
21	148.0	123.0	10.0	5.4	0.8	86.52444587709442
22	63.0	78.0	10.0	9.0	0.8	79.0744876152272
23	120.0	74.0	10.0	1.2	0.8	62.55600131251984
24	22.0	58.0	10.0	6.2	0.8	88.53781021561034
25	89.0	94.0	10.0	2.6	0.8	60.615371455469656
26	61.0	127.0	10.0	6.4	0.8	82.9524896491904
27	86.0	87.0	10.0	6.4	0.8	61.08512516613141
28	128.0	76.0	10.0	3.0	0.8	71.50513976499572
29	121.0	31.0	10.0	9.8	0.8	96.91718101217933
30	62.0	82.0	10.0	2.0	0.8	63.70104816311511
